2020-05-12 21:13:51,668;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:51,782;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:51,886;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:51,994;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:52,101;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:52,208;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:52,315;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:52,425;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:52,533;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:52,642;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:52,748;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:52,858;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:52,965;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:53,070;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:53,177;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:53,293;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:53,403;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:53,514;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:53,619;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:53,728;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:53,836;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:53,940;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:54,047;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:54,154;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:54,262;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:54,368;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:54,478;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:54,586;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:54,696;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:54,805;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:54,925;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:55,034;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:55,139;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:55,247;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:55,353;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:55,468;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:55,584;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:55,706;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:55,814;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:55,923;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:56,028;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:56,139;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:56,249;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:56,360;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:56,469;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:56,577;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:56,685;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:56,795;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:56,903;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:57,009;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:57,119;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:57,228;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:57,335;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:57,443;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:57,562;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:57,671;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:57,782;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:57,891;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:58,011;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:58,120;mon_network;eth0;1502;1406;lo;0;0;
2020-05-12 21:13:58,230;mon_network;eth0;1750;1684;lo;0;0;
2020-05-12 21:13:58,338;mon_network;eth0;2060;2013;lo;0;0;
2020-05-12 21:13:58,443;mon_network;eth0;2431;2455;lo;0;0;
2020-05-12 21:13:58,560;mon_network;eth0;2825;2889;lo;0;0;
2020-05-12 21:13:58,665;mon_network;eth0;3182;3295;lo;0;0;
2020-05-12 21:13:58,783;mon_network;eth0;3469;3619;lo;0;0;
2020-05-12 21:13:58,887;mon_network;eth0;3777;3970;lo;0;0;
2020-05-12 21:13:58,998;mon_network;eth0;4163;4393;lo;0;0;
2020-05-12 21:13:59,124;mon_network;eth0;4840;5155;lo;0;0;
2020-05-12 21:13:59,241;mon_network;eth0;5433;5824;lo;0;0;
2020-05-12 21:13:59,346;mon_network;eth0;6243;6755;lo;0;0;
2020-05-12 21:13:59,451;mon_network;eth0;6980;7586;lo;0;0;
2020-05-12 21:13:59,556;mon_network;eth0;7428;8093;lo;0;0;
2020-05-12 21:13:59,661;mon_network;eth0;7973;8705;lo;0;0;
2020-05-12 21:13:59,784;mon_network;eth0;8227;8986;lo;0;0;
2020-05-12 21:13:59,902;mon_network;eth0;8807;9631;lo;0;0;
2020-05-12 21:14:00,028;mon_network;eth0;9527;10430;lo;0;0;
2020-05-12 21:14:00,135;mon_network;eth0;9973;10926;lo;0;0;
2020-05-12 21:14:00,240;mon_network;eth0;10470;11483;lo;0;0;
2020-05-12 21:14:00,348;mon_network;eth0;11157;12256;lo;0;0;
2020-05-12 21:14:00,459;mon_network;eth0;11891;13087;lo;0;0;
2020-05-12 21:14:00,579;mon_network;eth0;12220;13454;lo;0;0;
2020-05-12 21:14:00,690;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:00,796;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:00,900;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:01,010;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:01,119;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:01,227;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:01,332;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:01,438;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:01,543;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:01,649;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:01,759;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:01,869;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:01,973;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:02,077;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:02,184;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:02,288;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:02,398;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:02,504;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:02,610;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:02,715;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:02,820;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:02,926;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:03,036;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:03,142;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:03,250;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:03,357;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:03,468;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:03,572;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:03,676;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:03,783;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:03,893;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:03,999;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:04,111;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:04,216;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:04,323;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:04,435;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:04,545;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:04,652;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:04,757;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:04,863;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:04,971;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:05,080;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:05,189;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:05,297;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:05,405;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:05,513;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:05,622;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:05,729;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:05,833;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:05,944;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:06,051;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:06,157;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:06,266;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:06,375;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:06,483;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:06,592;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:06,703;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:06,812;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:06,921;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:07,030;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:07,137;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:07,244;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:07,352;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:07,460;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:07,567;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:07,675;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:07,789;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:07,896;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:08,004;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:08,109;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:08,213;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:08,319;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:08,428;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:08,532;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:08,642;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:08,748;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:08,855;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:08,964;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:09,072;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:09,179;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:09,289;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:09,393;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:09,497;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:09,609;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:09,727;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:09,836;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:09,942;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:10,058;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:10,168;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:10,277;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:10,387;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:10,495;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:10,603;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:10,710;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:10,818;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:10,933;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:11,043;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:11,156;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:11,263;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:11,369;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:11,474;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:11,586;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:11,714;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:11,821;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:11,924;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:12,029;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:12,134;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:12,241;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:12,349;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:12,456;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:12,564;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:12,674;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:12,782;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:12,890;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:12,999;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:13,106;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:13,213;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:13,321;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:13,430;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:13,541;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:13,648;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:13,751;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:13,860;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:13,965;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:14,073;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:14,182;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:14,289;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:14,398;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:14,508;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:14,618;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:14,725;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:14,832;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:14,940;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:15,048;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:15,158;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:15,266;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:15,376;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:15,484;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:15,590;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:15,700;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:15,804;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:15,910;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:16,019;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:16,128;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:16,235;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:16,343;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:16,454;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:16,562;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:16,671;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:16,782;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:16,891;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:16,999;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:17,106;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:17,215;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:17,324;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:17,432;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:17,541;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:17,647;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:17,753;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:17,862;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:17,967;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:18,075;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:18,202;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:18,308;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:18,415;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:18,522;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:18,632;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:18,742;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:18,852;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:18,957;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:19,063;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:19,171;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:19,280;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:19,386;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:19,490;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:19,597;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:19,704;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:19,813;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:19,917;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:20,022;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:20,129;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:20,237;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:20,344;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:20,453;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:20,560;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:20,668;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:20,781;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:20,885;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:20,993;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:21,101;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:21,208;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:21,320;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:21,428;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:21,536;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:21,643;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:21,746;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:21,856;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:21,960;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:22,068;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:22,175;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:22,286;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:22,394;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:22,503;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:22,611;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:22,719;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:22,825;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:22,934;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:23,043;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:23,150;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:23,263;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:23,375;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:23,484;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:23,593;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:23,703;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:23,808;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:23,912;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:24,019;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:24,126;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:24,234;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:24,344;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:24,451;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:24,559;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:24,666;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:24,778;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:24,885;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:24,992;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:25,099;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:25,205;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:25,309;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:25,417;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:25,522;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:25,626;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:25,732;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:25,842;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:25,946;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:26,057;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:26,161;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:26,269;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:26,374;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:26,481;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:26,588;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:26,698;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:26,808;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:26,917;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:27,027;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:27,135;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:27,247;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:27,353;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:27,463;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:27,575;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:27,683;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:27,788;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:27,894;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:28,002;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:28,109;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:28,217;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:28,324;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:28,431;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:28,541;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:28,648;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:28,754;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:28,858;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:28,962;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:29,073;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:29,181;mon_network;eth0;12300;13543;lo;0;0;
2020-05-12 21:14:29,289;mon_network;eth0;12300;13543;lo;0;0;
